Household,Timestamp,Power Usage (kW)
Household 1,2024-10-09 12:57:02.058512,84.94
Household 1,2024-10-09 13:57:02.058512,121.09
Household 1,2024-10-09 14:57:02.058512,86.5
Household 1,2024-10-09 15:57:02.058512,144.32
Household 1,2024-10-09 16:57:02.058512,69.86
Household 1,2024-10-09 17:57:02.058512,133.44
Household 1,2024-10-09 18:57:02.058512,101.89
Household 1,2024-10-09 19:57:02.058512,128.53
Household 1,2024-10-09 20:57:02.058512,60.5
Household 2,2024-10-08 21:57:02.058512,210.12
Household 2,2024-10-08 22:57:02.058512,212.77
Household 2,2024-10-08 23:57:02.058512,232.22
Household 2,2024-10-09 00:57:02.058512,200.55
Household 2,2024-10-09 01:57:02.058512,209.72
Household 2,2024-10-09 02:57:02.058512,175.44
Household 2,2024-10-09 03:57:02.058512,162.8
Household 2,2024-10-09 04:57:02.058512,224.17
Household 2,2024-10-09 05:57:02.058512,239.36
Household 2,2024-10-09 06:57:02.058512,213.54
Household 2,2024-10-09 07:57:02.058512,199.48
Household 2,2024-10-09 08:57:02.058512,229.74
Household 2,2024-10-09 09:57:02.058512,155.18
Household 2,2024-10-09 10:57:02.058512,240.58
Household 2,2024-10-09 11:57:02.058512,218.92
Household 2,2024-10-09 12:57:02.058512,213.39
Household 2,2024-10-09 13:57:02.058512,191.97
Household 2,2024-10-09 14:57:02.058512,193.63
Household 2,2024-10-09 15:57:02.058512,241.0
Household 2,2024-10-09 16:57:02.058512,197.74
Household 2,2024-10-09 17:57:02.058512,192.26
Household 2,2024-10-09 18:57:02.058512,238.97
Household 2,2024-10-09 19:57:02.058512,182.18
Household 2,2024-10-09 20:57:02.058512,178.67
Household 3,2024-10-08 21:57:02.058512,306.07
Household 3,2024-10-08 22:57:02.058512,321.49
Household 3,2024-10-08 23:57:02.058512,254.34
Household 3,2024-10-09 00:57:02.058512,294.55
Household 3,2024-10-09 01:57:02.058512,343.18
Household 3,2024-10-09 02:57:02.058512,340.44
Household 3,2024-10-09 03:57:02.058512,332.1
Household 3,2024-10-09 04:57:02.058512,254.44
Household 3,2024-10-09 05:57:02.058512,291.09
Household 3,2024-10-09 06:57:02.058512,323.18
Household 3,2024-10-09 07:57:02.058512,313.77
Household 3,2024-10-09 08:57:02.058512,255.08
Household 3,2024-10-09 09:57:02.058512,270.02
Household 3,2024-10-09 10:57:02.058512,326.38
Household 3,2024-10-09 11:57:02.058512,320.23
Household 3,2024-10-09 12:57:02.058512,338.49
Household 3,2024-10-09 13:57:02.058512,332.92
Household 3,2024-10-09 14:57:02.058512,278.35
Household 3,2024-10-09 15:57:02.058512,296.37
Household 3,2024-10-09 16:57:02.058512,290.49
Household 3,2024-10-09 17:57:02.058512,331.98
Household 3,2024-10-09 18:57:02.058512,298.49
Household 3,2024-10-09 19:57:02.058512,328.64
Household 3,2024-10-09 20:57:02.058512,295.34
Household 4,2024-10-08 21:57:02.058512,431.69
Household 4,2024-10-08 22:57:02.058512,377.33
Household 4,2024-10-08 23:57:02.058512,422.23
Household 4,2024-10-09 00:57:02.058512,354.42
Household 4,2024-10-09 01:57:02.058512,444.2
Household 4,2024-10-09 02:57:02.058512,429.23
Household 4,2024-10-09 03:57:02.058512,417.5
Household 4,2024-10-09 04:57:02.058512,397.82
Household 4,2024-10-09 05:57:02.058512,373.52
Household 4,2024-10-09 06:57:02.058512,404.68
Household 4,2024-10-09 07:57:02.058512,408.97
Household 4,2024-10-09 08:57:02.058512,414.33
Household 4,2024-10-09 09:57:02.058512,366.15
Household 4,2024-10-09 10:57:02.058512,405.09
Household 4,2024-10-09 11:57:02.058512,424.67
Household 4,2024-10-09 12:57:02.058512,411.11
Household 4,2024-10-09 13:57:02.058512,351.81
Household 4,2024-10-09 14:57:02.058512,391.93
Household 4,2024-10-09 15:57:02.058512,399.31
Household 4,2024-10-09 16:57:02.058512,382.73
Household 4,2024-10-09 17:57:02.058512,358.12
Household 4,2024-10-09 18:57:02.058512,437.8
Household 4,2024-10-09 19:57:02.058512,391.44
Household 4,2024-10-09 20:57:02.058512,446.17
Household 1,2024-10-09 21:57:02.058512,131.56
Household 1,2024-10-09 22:57:02.058512,131.45
Household 1,2024-10-09 23:57:02.058512,130.07
Household 1,2024-10-10 00:57:02.058512,124.86
Household 1,2024-10-10 01:57:02.058512,113.46
Household 1,2024-10-10 02:57:02.058512,97.57
Household 1,2024-10-10 03:57:02.058512,98.32
Household 1,2024-10-10 04:57:02.058512,94.37
Household 1,2024-10-10 05:57:02.058512,77.43
Household 1,2024-10-10 06:57:02.058512,74.98
Household 1,2024-10-10 07:57:02.058512,99.72
Household 1,2024-10-10 08:57:02.058512,121.54
Household 1,2024-10-10 09:57:02.058512,65.67
Household 1,2024-10-10 10:57:02.058512,132.71
Household 1,2024-10-10 11:57:02.058512,96.66
Household 1,2024-10-10 12:57:02.058512,57.27
Household 1,2024-10-10 13:57:02.058512,76.12
Household 1,2024-10-10 14:57:02.058512,87.74
Household 1,2024-10-10 15:57:02.058512,66.6
Household 1,2024-10-10 16:57:02.058512,135.54
Household 1,2024-10-10 17:57:02.058512,136.23
Household 1,2024-10-10 18:57:02.058512,103.13
Household 1,2024-10-10 19:57:02.058512,131.04
Household 1,2024-10-10 20:57:02.058512,95.68
Household 2,2024-10-09 21:57:02.058512,246.82
Household 2,2024-10-09 22:57:02.058512,160.27
Household 2,2024-10-09 23:57:02.058512,169.17
Household 2,2024-10-10 00:57:02.058512,247.99
Household 2,2024-10-10 01:57:02.058512,224.02
Household 2,2024-10-10 02:57:02.058512,245.21
Household 2,2024-10-10 03:57:02.058512,202.99
Household 2,2024-10-10 04:57:02.058512,227.74
Household 2,2024-10-10 05:57:02.058512,202.83
Household 2,2024-10-10 06:57:02.058512,179.34
Household 2,2024-10-10 07:57:02.058512,151.71
Household 2,2024-10-10 08:57:02.058512,218.75
Household 2,2024-10-10 09:57:02.058512,186.65
Household 2,2024-10-10 10:57:02.058512,224.55
Household 2,2024-10-10 11:57:02.058512,191.64
Household 2,2024-10-10 12:57:02.058512,164.18
Household 2,2024-10-10 13:57:02.058512,167.18
Household 2,2024-10-10 14:57:02.058512,238.61
Household 2,2024-10-10 15:57:02.058512,209.86
Household 2,2024-10-10 16:57:02.058512,179.59
Household 2,2024-10-10 17:57:02.058512,167.22
Household 2,2024-10-10 18:57:02.058512,233.36
Household 2,2024-10-10 19:57:02.058512,201.32
Household 2,2024-10-10 20:57:02.058512,249.27
Household 3,2024-10-09 21:57:02.058512,270.91
Household 3,2024-10-09 22:57:02.058512,259.22
Household 3,2024-10-09 23:57:02.058512,295.6
Household 3,2024-10-10 00:57:02.058512,346.24
Household 3,2024-10-10 01:57:02.058512,284.01
Household 3,2024-10-10 02:57:02.058512,330.23
Household 3,2024-10-10 03:57:02.058512,348.24
Household 3,2024-10-10 04:57:02.058512,275.76
Household 3,2024-10-10 05:57:02.058512,339.81
Household 3,2024-10-10 06:57:02.058512,314.92
Household 3,2024-10-10 07:57:02.058512,272.43
Household 3,2024-10-10 08:57:02.058512,307.04
Household 3,2024-10-10 09:57:02.058512,343.18
Household 3,2024-10-10 10:57:02.058512,323.22
Household 3,2024-10-10 11:57:02.058512,271.37
Household 3,2024-10-10 12:57:02.058512,334.95
Household 3,2024-10-10 13:57:02.058512,320.67
Household 3,2024-10-10 14:57:02.058512,330.06
Household 3,2024-10-10 15:57:02.058512,341.0
Household 3,2024-10-10 16:57:02.058512,266.81
Household 3,2024-10-10 17:57:02.058512,257.03
Household 3,2024-10-10 18:57:02.058512,252.79
Household 3,2024-10-10 19:57:02.058512,316.75
Household 3,2024-10-10 20:57:02.058512,346.37
Household 4,2024-10-09 21:57:02.058512,414.45
Household 4,2024-10-09 22:57:02.058512,432.75
Household 4,2024-10-09 23:57:02.058512,428.61
Household 4,2024-10-10 00:57:02.058512,441.05
Household 4,2024-10-10 01:57:02.058512,406.72
Household 4,2024-10-10 02:57:02.058512,381.93
Household 4,2024-10-10 03:57:02.058512,379.39
Household 4,2024-10-10 04:57:02.058512,436.3
Household 4,2024-10-10 05:57:02.058512,437.23
Household 4,2024-10-10 06:57:02.058512,386.32
Household 4,2024-10-10 07:57:02.058512,371.5
Household 4,2024-10-10 08:57:02.058512,422.99
Household 4,2024-10-10 09:57:02.058512,372.88
Household 4,2024-10-10 10:57:02.058512,362.35
Household 4,2024-10-10 11:57:02.058512,420.74
Household 4,2024-10-10 12:57:02.058512,387.57
Household 4,2024-10-10 13:57:02.058512,360.35
Household 4,2024-10-10 14:57:02.058512,357.61
Household 4,2024-10-10 15:57:02.058512,436.19
Household 4,2024-10-10 16:57:02.058512,355.51
Household 4,2024-10-10 17:57:02.058512,426.96
Household 4,2024-10-10 18:57:02.058512,384.3
Household 4,2024-10-10 19:57:02.058512,409.42
Household 4,2024-10-10 20:57:02.058512,405.7
Household 1,2024-10-10 21:57:02.058512,129.65
Household 1,2024-10-10 22:57:02.058512,126.43
Household 1,2024-10-10 23:57:02.058512,98.09
Household 1,2024-10-11 00:57:02.058512,87.07
Household 1,2024-10-11 01:57:02.058512,106.55
Household 1,2024-10-11 02:57:02.058512,109.3
Household 1,2024-10-11 03:57:02.058512,85.98
Household 1,2024-10-11 04:57:02.058512,68.0
Household 1,2024-10-11 05:57:02.058512,144.38
Household 1,2024-10-11 06:57:02.058512,63.81
Household 1,2024-10-11 07:57:02.058512,59.3
Household 1,2024-10-11 08:57:02.058512,64.3
Household 1,2024-10-11 09:57:02.058512,120.28
Household 1,2024-10-11 10:57:02.058512,54.69
Household 1,2024-10-11 11:57:02.058512,96.72
Household 1,2024-10-11 12:57:02.058512,105.05
Household 1,2024-10-11 13:57:02.058512,52.68
Household 1,2024-10-11 14:57:02.058512,55.38
Household 1,2024-10-11 15:57:02.058512,116.15
Household 1,2024-10-11 16:57:02.058512,87.41
Household 1,2024-10-11 17:57:02.058512,69.27
Household 1,2024-10-11 18:57:02.058512,92.97
Household 1,2024-10-11 19:57:02.058512,138.38
Household 1,2024-10-11 20:57:02.058512,115.8
Household 2,2024-10-10 21:57:02.058512,167.0
Household 2,2024-10-10 22:57:02.058512,197.92
Household 2,2024-10-10 23:57:02.058512,175.67
Household 2,2024-10-11 00:57:02.058512,180.91
Household 2,2024-10-11 01:57:02.058512,247.65
Household 2,2024-10-11 02:57:02.058512,227.3
Household 2,2024-10-11 03:57:02.058512,248.58
Household 2,2024-10-11 04:57:02.058512,207.43
Household 2,2024-10-11 05:57:02.058512,182.35
Household 2,2024-10-11 06:57:02.058512,185.34
Household 2,2024-10-11 07:57:02.058512,154.83
Household 2,2024-10-11 08:57:02.058512,222.51
Household 2,2024-10-11 09:57:02.058512,170.73
Household 2,2024-10-11 10:57:02.058512,211.76
Household 2,2024-10-11 11:57:02.058512,216.53
Household 2,2024-10-11 12:57:02.058512,161.02
Household 2,2024-10-11 13:57:02.058512,189.61
Household 2,2024-10-11 14:57:02.058512,216.74
Household 2,2024-10-11 15:57:02.058512,217.45
Household 2,2024-10-11 16:57:02.058512,152.02
Household 2,2024-10-11 17:57:02.058512,204.98
Household 2,2024-10-11 18:57:02.058512,230.72
Household 2,2024-10-11 19:57:02.058512,196.92
Household 2,2024-10-11 20:57:02.058512,222.76
Household 3,2024-10-10 21:57:02.058512,283.17
Household 3,2024-10-10 22:57:02.058512,293.49
Household 3,2024-10-10 23:57:02.058512,302.39
Household 3,2024-10-11 00:57:02.058512,306.34
Household 3,2024-10-11 01:57:02.058512,279.9
Household 3,2024-10-11 02:57:02.058512,293.51
Household 3,2024-10-11 03:57:02.058512,306.28
Household 3,2024-10-11 04:57:02.058512,257.77
Household 3,2024-10-11 05:57:02.058512,344.59
Household 3,2024-10-11 06:57:02.058512,278.44
Household 3,2024-10-11 07:57:02.058512,282.69
Household 3,2024-10-11 08:57:02.058512,290.02
Household 3,2024-10-11 09:57:02.058512,262.94
Household 3,2024-10-11 10:57:02.058512,261.3
Household 3,2024-10-11 11:57:02.058512,304.79
Household 3,2024-10-11 12:57:02.058512,289.6
Household 3,2024-10-11 13:57:02.058512,269.1
Household 3,2024-10-11 14:57:02.058512,349.11
Household 3,2024-10-11 15:57:02.058512,277.17
Household 3,2024-10-11 16:57:02.058512,297.19
Household 3,2024-10-11 17:57:02.058512,300.22
Household 3,2024-10-11 18:57:02.058512,253.15
Household 3,2024-10-11 19:57:02.058512,258.25
Household 3,2024-10-11 20:57:02.058512,327.36
Household 4,2024-10-10 21:57:02.058512,377.62
Household 4,2024-10-10 22:57:02.058512,387.29
Household 4,2024-10-10 23:57:02.058512,413.73
Household 4,2024-10-11 00:57:02.058512,373.08
Household 4,2024-10-11 01:57:02.058512,435.83
Household 4,2024-10-11 02:57:02.058512,362.06
Household 4,2024-10-11 03:57:02.058512,442.64
Household 4,2024-10-11 04:57:02.058512,389.7
Household 4,2024-10-11 05:57:02.058512,392.91
Household 4,2024-10-11 06:57:02.058512,436.35
Household 4,2024-10-11 07:57:02.058512,386.05
Household 4,2024-10-11 08:57:02.058512,441.19
Household 4,2024-10-11 09:57:02.058512,370.41
Household 4,2024-10-11 10:57:02.058512,384.41
Household 4,2024-10-11 11:57:02.058512,387.61
Household 4,2024-10-11 12:57:02.058512,354.76
Household 4,2024-10-11 13:57:02.058512,396.66
Household 4,2024-10-11 14:57:02.058512,393.09
Household 4,2024-10-11 15:57:02.058512,423.27
Household 4,2024-10-11 16:57:02.058512,440.2
Household 4,2024-10-11 17:57:02.058512,375.32
Household 4,2024-10-11 18:57:02.058512,427.75
Household 4,2024-10-11 19:57:02.058512,446.81
Household 4,2024-10-11 20:57:02.058512,447.35
Household 1,2024-10-11 21:57:02.058512,115.23
Household 1,2024-10-11 22:57:02.058512,108.72
Household 1,2024-10-11 23:57:02.058512,58.55
Household 1,2024-10-12 00:57:02.058512,147.69
Household 1,2024-10-12 01:57:02.058512,88.1
Household 1,2024-10-12 02:57:02.058512,119.87
Household 1,2024-10-12 03:57:02.058512,52.86
Household 1,2024-10-12 04:57:02.058512,54.13
Household 1,2024-10-12 05:57:02.058512,107.18
Household 1,2024-10-12 06:57:02.058512,148.6
Household 1,2024-10-12 07:57:02.058512,142.37
Household 1,2024-10-12 08:57:02.058512,124.15
Household 1,2024-10-12 09:57:02.058512,122.32
Household 1,2024-10-12 10:57:02.058512,68.64
Household 1,2024-10-12 11:57:02.058512,142.46
Household 1,2024-10-12 12:57:02.058512,93.95
Household 1,2024-10-12 13:57:02.058512,59.38
Household 1,2024-10-12 14:57:02.058512,146.83
Household 1,2024-10-12 15:57:02.058512,109.42
Household 1,2024-10-12 16:57:02.058512,64.72
Household 1,2024-10-12 17:57:02.058512,90.46
Household 1,2024-10-12 18:57:02.058512,97.75
Household 1,2024-10-12 19:57:02.058512,114.46
Household 1,2024-10-12 20:57:02.058512,81.71
Household 2,2024-10-11 21:57:02.058512,160.68
Household 2,2024-10-11 22:57:02.058512,220.5
Household 2,2024-10-11 23:57:02.058512,243.04
Household 2,2024-10-12 00:57:02.058512,221.22
Household 2,2024-10-12 01:57:02.058512,239.04
Household 2,2024-10-12 02:57:02.058512,192.98
Household 2,2024-10-12 03:57:02.058512,158.35
Household 2,2024-10-12 04:57:02.058512,173.99
Household 2,2024-10-12 05:57:02.058512,242.22
Household 2,2024-10-12 06:57:02.058512,235.0
Household 2,2024-10-12 07:57:02.058512,246.05
Household 2,2024-10-12 08:57:02.058512,211.19
Household 2,2024-10-12 09:57:02.058512,182.16
Household 2,2024-10-12 10:57:02.058512,185.07
Household 2,2024-10-12 11:57:02.058512,174.49
Household 2,2024-10-12 12:57:02.058512,211.38
Household 2,2024-10-12 13:57:02.058512,174.09
Household 2,2024-10-12 14:57:02.058512,156.42
Household 2,2024-10-12 15:57:02.058512,244.04
Household 2,2024-10-12 16:57:02.058512,164.91
Household 2,2024-10-12 17:57:02.058512,236.01
Household 2,2024-10-12 18:57:02.058512,214.34
Household 2,2024-10-12 19:57:02.058512,167.86
Household 2,2024-10-12 20:57:02.058512,150.47
Household 3,2024-10-11 21:57:02.058512,284.84
Household 3,2024-10-11 22:57:02.058512,346.37
Household 3,2024-10-11 23:57:02.058512,289.9
Household 3,2024-10-12 00:57:02.058512,255.91
Household 3,2024-10-12 01:57:02.058512,308.72
Household 3,2024-10-12 02:57:02.058512,328.55
Household 3,2024-10-12 03:57:02.058512,263.87
Household 3,2024-10-12 04:57:02.058512,285.31
Household 3,2024-10-12 05:57:02.058512,281.45
Household 3,2024-10-12 06:57:02.058512,337.35
Household 3,2024-10-12 07:57:02.058512,290.93
Household 3,2024-10-12 08:57:02.058512,267.7
Household 3,2024-10-12 09:57:02.058512,250.3
Household 3,2024-10-12 10:57:02.058512,281.45
Household 3,2024-10-12 11:57:02.058512,335.22
Household 3,2024-10-12 12:57:02.058512,346.37
Household 3,2024-10-12 13:57:02.058512,336.65
Household 3,2024-10-12 14:57:02.058512,316.04
Household 3,2024-10-12 15:57:02.058512,339.79
Household 3,2024-10-12 16:57:02.058512,333.53
Household 3,2024-10-12 17:57:02.058512,321.31
Household 3,2024-10-12 18:57:02.058512,252.53
Household 3,2024-10-12 19:57:02.058512,342.27
Household 3,2024-10-12 20:57:02.058512,327.77
Household 4,2024-10-11 21:57:02.058512,436.77
Household 4,2024-10-11 22:57:02.058512,433.34
Household 4,2024-10-11 23:57:02.058512,405.67
Household 4,2024-10-12 00:57:02.058512,437.44
Household 4,2024-10-12 01:57:02.058512,386.23
Household 4,2024-10-12 02:57:02.058512,409.17
Household 4,2024-10-12 03:57:02.058512,416.01
Household 4,2024-10-12 04:57:02.058512,434.19
Household 4,2024-10-12 05:57:02.058512,371.52
Household 4,2024-10-12 06:57:02.058512,446.42
Household 4,2024-10-12 07:57:02.058512,384.02
Household 4,2024-10-12 08:57:02.058512,428.78
Household 4,2024-10-12 09:57:02.058512,394.32
Household 4,2024-10-12 10:57:02.058512,438.02
Household 4,2024-10-12 11:57:02.058512,401.9
Household 4,2024-10-12 12:57:02.058512,433.25
Household 4,2024-10-12 13:57:02.058512,416.99
Household 4,2024-10-12 14:57:02.058512,424.66
Household 4,2024-10-12 15:57:02.058512,350.6
Household 4,2024-10-12 16:57:02.058512,352.84
Household 4,2024-10-12 17:57:02.058512,403.45
Household 4,2024-10-12 18:57:02.058512,390.24
Household 4,2024-10-12 19:57:02.058512,408.1
Household 4,2024-10-12 20:57:02.058512,384.3
Household 1,2024-10-12 21:57:02.058512,127.84
Household 1,2024-10-12 22:57:02.058512,90.45
Household 1,2024-10-12 23:57:02.058512,55.42
Household 1,2024-10-13 00:57:02.058512,117.64
Household 1,2024-10-13 01:57:02.058512,105.69
Household 1,2024-10-13 02:57:02.058512,96.28
Household 1,2024-10-13 03:57:02.058512,139.49
Household 1,2024-10-13 04:57:02.058512,109.64
Household 1,2024-10-13 05:57:02.058512,99.96
Household 1,2024-10-13 06:57:02.058512,66.31
Household 1,2024-10-13 07:57:02.058512,83.75
Household 1,2024-10-13 08:57:02.058512,51.23
Household 1,2024-10-13 09:57:02.058512,81.7
Household 1,2024-10-13 10:57:02.058512,118.98
Household 1,2024-10-13 11:57:02.058512,145.45
Household 1,2024-10-13 12:57:02.058512,114.58
Household 1,2024-10-13 13:57:02.058512,89.92
Household 1,2024-10-13 14:57:02.058512,142.12
Household 1,2024-10-13 15:57:02.058512,88.46
Household 1,2024-10-13 16:57:02.058512,133.36
Household 1,2024-10-13 17:57:02.058512,84.39
Household 1,2024-10-13 18:57:02.058512,50.32
Household 1,2024-10-13 19:57:02.058512,66.17
Household 1,2024-10-13 20:57:02.058512,113.02
Household 2,2024-10-12 21:57:02.058512,160.38
Household 2,2024-10-12 22:57:02.058512,186.5
Household 2,2024-10-12 23:57:02.058512,159.3
Household 2,2024-10-13 00:57:02.058512,235.18
Household 2,2024-10-13 01:57:02.058512,189.55
Household 2,2024-10-13 02:57:02.058512,194.58
Household 2,2024-10-13 03:57:02.058512,151.18
Household 2,2024-10-13 04:57:02.058512,156.06
Household 2,2024-10-13 05:57:02.058512,177.68
Household 2,2024-10-13 06:57:02.058512,237.98
Household 2,2024-10-13 07:57:02.058512,187.09
Household 2,2024-10-13 08:57:02.058512,150.62
Household 2,2024-10-13 09:57:02.058512,193.47
Household 2,2024-10-13 10:57:02.058512,208.01
Household 2,2024-10-13 11:57:02.058512,249.19
Household 2,2024-10-13 12:57:02.058512,240.71
Household 2,2024-10-13 13:57:02.058512,225.43
Household 2,2024-10-13 14:57:02.058512,233.12
Household 2,2024-10-13 15:57:02.058512,211.58
Household 2,2024-10-13 16:57:02.058512,202.64
Household 2,2024-10-13 17:57:02.058512,206.67
Household 2,2024-10-13 18:57:02.058512,224.56
Household 2,2024-10-13 19:57:02.058512,165.02
Household 2,2024-10-13 20:57:02.058512,225.07
Household 3,2024-10-12 21:57:02.058512,330.21
Household 3,2024-10-12 22:57:02.058512,338.05
Household 3,2024-10-12 23:57:02.058512,288.55
Household 3,2024-10-13 00:57:02.058512,312.4
Household 3,2024-10-13 01:57:02.058512,317.81
Household 3,2024-10-13 02:57:02.058512,314.96
Household 3,2024-10-13 03:57:02.058512,280.03
Household 3,2024-10-13 04:57:02.058512,338.16
Household 3,2024-10-13 05:57:02.058512,313.68
Household 3,2024-10-13 06:57:02.058512,262.03
Household 3,2024-10-13 07:57:02.058512,307.26
Household 3,2024-10-13 08:57:02.058512,257.48
Household 3,2024-10-13 09:57:02.058512,254.92
Household 3,2024-10-13 10:57:02.058512,315.61
Household 3,2024-10-13 11:57:02.058512,311.46
Household 3,2024-10-13 12:57:02.058512,275.92
Household 3,2024-10-13 13:57:02.058512,332.02
Household 3,2024-10-13 14:57:02.058512,308.57
Household 3,2024-10-13 15:57:02.058512,342.16
Household 3,2024-10-13 16:57:02.058512,274.61
Household 3,2024-10-13 17:57:02.058512,288.32
Household 3,2024-10-13 18:57:02.058512,267.79
Household 3,2024-10-13 19:57:02.058512,308.36
Household 3,2024-10-13 20:57:02.058512,251.89
Household 4,2024-10-12 21:57:02.058512,414.72
Household 4,2024-10-12 22:57:02.058512,431.54
Household 4,2024-10-12 23:57:02.058512,412.22
Household 4,2024-10-13 00:57:02.058512,362.71
Household 4,2024-10-13 01:57:02.058512,411.78
Household 4,2024-10-13 02:57:02.058512,395.89
Household 4,2024-10-13 03:57:02.058512,386.81
Household 4,2024-10-13 04:57:02.058512,445.0
Household 4,2024-10-13 05:57:02.058512,408.12
Household 4,2024-10-13 06:57:02.058512,376.28
Household 4,2024-10-13 07:57:02.058512,361.09
Household 4,2024-10-13 08:57:02.058512,414.6
Household 4,2024-10-13 09:57:02.058512,386.17
Household 4,2024-10-13 10:57:02.058512,379.3
Household 4,2024-10-13 11:57:02.058512,413.06
Household 4,2024-10-13 12:57:02.058512,421.89
Household 4,2024-10-13 13:57:02.058512,421.37
Household 4,2024-10-13 14:57:02.058512,403.39
Household 4,2024-10-13 15:57:02.058512,399.72
Household 4,2024-10-13 16:57:02.058512,359.83
Household 4,2024-10-13 17:57:02.058512,434.21
Household 4,2024-10-13 18:57:02.058512,417.07
Household 4,2024-10-13 19:57:02.058512,449.86
Household 4,2024-10-13 20:57:02.058512,426.72
Household 1,2024-10-13 21:57:02.058512,117.06
Household 1,2024-10-13 22:57:02.058512,99.94
Household 1,2024-10-13 23:57:02.058512,92.37
Household 1,2024-10-14 00:57:02.058512,94.66
Household 1,2024-10-14 01:57:02.058512,97.55
Household 1,2024-10-14 02:57:02.058512,70.27
Household 1,2024-10-14 03:57:02.058512,94.68
Household 1,2024-10-14 04:57:02.058512,134.1
Household 1,2024-10-14 05:57:02.058512,77.28
Household 1,2024-10-14 06:57:02.058512,68.93
Household 1,2024-10-14 07:57:02.058512,118.1
Household 1,2024-10-14 08:57:02.058512,132.53
Household 1,2024-10-14 09:57:02.058512,110.56
Household 1,2024-10-14 10:57:02.058512,51.64
Household 1,2024-10-14 11:57:02.058512,53.68
Household 1,2024-10-14 12:57:02.058512,104.21
Household 1,2024-10-14 13:57:02.058512,79.08
Household 1,2024-10-14 14:57:02.058512,50.1
Household 1,2024-10-14 15:57:02.058512,71.81
Household 1,2024-10-14 16:57:02.058512,50.84
Household 1,2024-10-14 17:57:02.058512,117.61
Household 1,2024-10-14 18:57:02.058512,88.0
Household 1,2024-10-14 19:57:02.058512,76.86
Household 1,2024-10-14 20:57:02.058512,95.99
Household 2,2024-10-13 21:57:02.058512,156.35
Household 2,2024-10-13 22:57:02.058512,172.88
Household 2,2024-10-13 23:57:02.058512,201.87
Household 2,2024-10-14 00:57:02.058512,224.82
Household 2,2024-10-14 01:57:02.058512,199.81
Household 2,2024-10-14 02:57:02.058512,232.52
Household 2,2024-10-14 03:57:02.058512,225.16
Household 2,2024-10-14 04:57:02.058512,169.46
Household 2,2024-10-14 05:57:02.058512,158.63
Household 2,2024-10-14 06:57:02.058512,207.13
Household 2,2024-10-14 07:57:02.058512,231.05
Household 2,2024-10-14 08:57:02.058512,180.39
Household 2,2024-10-14 09:57:02.058512,240.47
Household 2,2024-10-14 10:57:02.058512,177.95
Household 2,2024-10-14 11:57:02.058512,241.54
Household 2,2024-10-14 12:57:02.058512,223.18
Household 2,2024-10-14 13:57:02.058512,235.34
Household 2,2024-10-14 14:57:02.058512,217.87
Household 2,2024-10-14 15:57:02.058512,203.24
Household 2,2024-10-14 16:57:02.058512,160.91
Household 2,2024-10-14 17:57:02.058512,249.72
Household 2,2024-10-14 18:57:02.058512,151.51
Household 2,2024-10-14 19:57:02.058512,207.32
Household 2,2024-10-14 20:57:02.058512,177.38
Household 3,2024-10-13 21:57:02.058512,277.4
Household 3,2024-10-13 22:57:02.058512,263.39
Household 3,2024-10-13 23:57:02.058512,274.59
Household 3,2024-10-14 00:57:02.058512,291.0
Household 3,2024-10-14 01:57:02.058512,295.7
Household 3,2024-10-14 02:57:02.058512,259.98
Household 3,2024-10-14 03:57:02.058512,268.01
Household 3,2024-10-14 04:57:02.058512,336.06
Household 3,2024-10-14 05:57:02.058512,315.29
Household 3,2024-10-14 06:57:02.058512,272.93
Household 3,2024-10-14 07:57:02.058512,349.61
Household 3,2024-10-14 08:57:02.058512,346.42
Household 3,2024-10-14 09:57:02.058512,250.39
Household 3,2024-10-14 10:57:02.058512,317.69
Household 3,2024-10-14 11:57:02.058512,269.88
Household 3,2024-10-14 12:57:02.058512,326.37
Household 3,2024-10-14 13:57:02.058512,315.96
Household 3,2024-10-14 14:57:02.058512,261.83
Household 3,2024-10-14 15:57:02.058512,340.05
Household 3,2024-10-14 16:57:02.058512,270.22
Household 3,2024-10-14 17:57:02.058512,270.63
Household 3,2024-10-14 18:57:02.058512,329.8
Household 3,2024-10-14 19:57:02.058512,284.14
Household 3,2024-10-14 20:57:02.058512,286.23
Household 4,2024-10-13 21:57:02.058512,366.41
Household 4,2024-10-13 22:57:02.058512,409.08
Household 4,2024-10-13 23:57:02.058512,396.03
Household 4,2024-10-14 00:57:02.058512,363.76
Household 4,2024-10-14 01:57:02.058512,434.2
Household 4,2024-10-14 02:57:02.058512,443.55
Household 4,2024-10-14 03:57:02.058512,433.97
Household 4,2024-10-14 04:57:02.058512,366.28
Household 4,2024-10-14 05:57:02.058512,402.21
Household 4,2024-10-14 06:57:02.058512,394.14
Household 4,2024-10-14 07:57:02.058512,422.0
Household 4,2024-10-14 08:57:02.058512,446.41
Household 4,2024-10-14 09:57:02.058512,431.61
Household 4,2024-10-14 10:57:02.058512,446.81
Household 4,2024-10-14 11:57:02.058512,374.41
Household 4,2024-10-14 12:57:02.058512,436.99
Household 4,2024-10-14 13:57:02.058512,429.91
Household 4,2024-10-14 14:57:02.058512,447.16
Household 4,2024-10-14 15:57:02.058512,362.41
Household 4,2024-10-14 16:57:02.058512,415.91
Household 4,2024-10-14 17:57:02.058512,391.68
Household 4,2024-10-14 18:57:02.058512,399.13
